width,fov_deg,mount_deg,altitude_m,f_px,range_m,standing_px,lying_min_px,lying_max_px,min_px,max_px
2560,75.0,90.0,20.0,1668,20.0,67.6,141.8,141.8,67.6,141.8
2560,75.0,90.0,25.0,1668,25.0,54.0,113.4,113.4,54.0,113.4
2560,75.0,90.0,30.0,1668,30.0,45.0,94.5,94.5,45.0,94.5
2560,90.0,90.0,20.0,1280,20.0,51.8,108.8,108.8,51.8,108.8
2560,90.0,90.0,25.0,1280,25.0,41.5,87.0,87.0,41.5,87.0
2560,90.0,90.0,30.0,1280,30.0,34.6,72.5,72.5,34.6,72.5
