timestamp, temperature.gpu, power.draw [W], power.limit [W], utilization.gpu [%], memory.used [MiB], fan.speed [%], pcie.link.gen.current, clocks_event_reasons.active
2026/09/14 02:24:10.955, 55, 199.16 W, 200.00 W, 96 %, 6672 MiB, 62 %, 4, 0x0000000000000004
2026/09/14 02:24:20.957, 55, 199.30 W, 200.00 W, 97 %, 6672 MiB, 62 %, 4, 0x0000000000000004
2026/09/14 02:24:30.959, 55, 198.62 W, 200.00 W, 96 %, 6672 MiB, 63 %, 4, 0x0000000000000004
2026/09/14 02:24:40.961, 55, 198.51 W, 200.00 W, 100 %, 6672 MiB, 63 %, 4, 0x0000000000000004
2026/09/14 02:24:50.964, 55, 198.94 W, 200.00 W, 99 %, 6672 MiB, 63 %, 4, 0x0000000000000004
2026/09/14 02:25:00.966, 55, 198.95 W, 200.00 W, 96 %, 6672 MiB, 63 %, 4, 0x0000000000000004
2026/09/14 02:25:10.968, 55, 198.68 W, 200.00 W, 98 %, 6672 MiB, 63 %, 4, 0x0000000000000004
2026/09/14 02:25:20.970, 55, 198.41 W, 200.00 W, 96 %, 6672 MiB, 63 %, 4, 0x0000000000000004
2026/09/14 02:25:30.972, 55, 199.39 W, 200.00 W, 100 %, 6672 MiB, 63 %, 4, 0x0000000000000004
2026/09/14 02:25:40.974, 55, 198.78 W, 200.00 W, 100 %, 6672 MiB, 63 %, 4, 0x0000000000000004
2026/09/14 02:25:50.977, 55, 198.89 W, 200.00 W, 96 %, 6672 MiB, 63 %, 4, 0x0000000000000004
2026/09/14 02:26:00.979, 55, 198.14 W, 200.00 W, 98 %, 6672 MiB, 63 %, 4, 0x0000000000000004
2026/09/14 02:26:10.981, 55, 199.15 W, 200.00 W, 98 %, 6672 MiB, 63 %, 4, 0x0000000000000004
2026/09/14 02:26:20.984, 55, 198.94 W, 200.00 W, 96 %, 6672 MiB, 63 %, 4, 0x0000000000000004
2026/09/14 02:26:30.986, 56, 199.07 W, 200.00 W, 99 %, 6672 MiB, 63 %, 4, 0x0000000000000004
2026/09/14 02:26:40.989, 56, 198.90 W, 200.00 W, 100 %, 6672 MiB, 63 %, 4, 0x0000000000000004
2026/09/14 02:26:50.991, 55, 199.62 W, 200.00 W, 96 %, 6672 MiB, 64 %, 4, 0x0000000000000004
2026/09/14 02:27:00.993, 56, 198.77 W, 200.00 W, 100 %, 6672 MiB, 64 %, 4, 0x0000000000000004
2026/09/14 02:27:10.996, 56, 199.78 W, 200.00 W, 96 %, 6672 MiB, 64 %, 4, 0x0000000000000004
2026/09/14 02:27:20.998, 55, 198.31 W, 200.00 W, 99 %, 6672 MiB, 64 %, 4, 0x0000000000000004
2026/09/14 02:27:31.001, 56, 199.29 W, 200.00 W, 96 %, 6672 MiB, 64 %, 4, 0x0000000000000004
2026/09/14 02:27:41.004, 56, 198.79 W, 200.00 W, 97 %, 6672 MiB, 64 %, 4, 0x0000000000000004
2026/09/14 02:27:51.006, 56, 199.46 W, 200.00 W, 99 %, 6672 MiB, 64 %, 4, 0x0000000000000004
2026/09/14 02:28:01.008, 56, 199.23 W, 200.00 W, 96 %, 6672 MiB, 64 %, 4, 0x0000000000000004
2026/09/14 02:28:11.010, 56, 198.65 W, 200.00 W, 100 %, 6672 MiB, 64 %, 4, 0x0000000000000004
2026/09/14 02:28:21.012, 56, 199.53 W, 200.00 W, 99 %, 6672 MiB, 64 %, 4, 0x0000000000000004
2026/09/14 02:28:31.013, 56, 199.12 W, 200.00 W, 96 %, 6672 MiB, 64 %, 4, 0x0000000000000004
2026/09/14 02:28:41.015, 56, 198.56 W, 200.00 W, 97 %, 6672 MiB, 64 %, 4, 0x0000000000000004
2026/09/14 02:28:51.017, 56, 199.19 W, 200.00 W, 100 %, 6672 MiB, 64 %, 4, 0x0000000000000004
2026/09/14 02:29:01.020, 56, 199.59 W, 200.00 W, 96 %, 6672 MiB, 64 %, 4, 0x0000000000000004
2026/09/14 02:29:11.022, 56, 198.98 W, 200.00 W, 97 %, 6672 MiB, 64 %, 4, 0x0000000000000004
2026/09/14 02:29:21.024, 56, 197.93 W, 200.00 W, 99 %, 6672 MiB, 64 %, 4, 0x0000000000000004
2026/09/14 02:29:31.026, 56, 198.84 W, 200.00 W, 98 %, 6672 MiB, 64 %, 4, 0x0000000000000004
2026/09/14 02:29:41.029, 56, 199.65 W, 200.00 W, 95 %, 6672 MiB, 64 %, 4, 0x0000000000000004
2026/09/14 02:29:51.031, 56, 199.41 W, 200.00 W, 100 %, 6672 MiB, 64 %, 4, 0x0000000000000004
2026/09/14 02:30:01.036, 56, 199.03 W, 200.00 W, 100 %, 6672 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:30:11.038, 56, 198.96 W, 200.00 W, 96 %, 6672 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:30:21.040, 56, 199.57 W, 200.00 W, 96 %, 6672 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:30:31.042, 56, 199.18 W, 200.00 W, 96 %, 6672 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:30:41.044, 56, 199.77 W, 200.00 W, 97 %, 6672 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:30:51.047, 56, 199.28 W, 200.00 W, 96 %, 6672 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:31:01.049, 56, 198.37 W, 200.00 W, 96 %, 6672 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:31:11.051, 56, 198.72 W, 200.00 W, 96 %, 6672 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:31:21.053, 56, 198.65 W, 200.00 W, 96 %, 6672 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:31:31.055, 56, 199.30 W, 200.00 W, 99 %, 6672 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:31:41.057, 56, 199.30 W, 200.00 W, 98 %, 6672 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:31:51.060, 56, 199.76 W, 200.00 W, 100 %, 6672 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:32:01.062, 55, 199.27 W, 200.00 W, 98 %, 6672 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:32:11.064, 56, 199.36 W, 200.00 W, 100 %, 6672 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:32:21.067, 56, 199.64 W, 200.00 W, 100 %, 6672 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:32:31.069, 56, 198.76 W, 200.00 W, 96 %, 6672 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:32:41.071, 55, 199.30 W, 200.00 W, 97 %, 6672 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:32:51.073, 56, 199.86 W, 200.00 W, 99 %, 6672 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:33:01.075, 55, 198.16 W, 200.00 W, 95 %, 6672 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:33:11.078, 56, 199.74 W, 200.00 W, 100 %, 6672 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:33:21.080, 55, 199.47 W, 200.00 W, 96 %, 6672 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:33:31.083, 55, 198.65 W, 200.00 W, 98 %, 6672 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:33:41.084, 56, 199.73 W, 200.00 W, 97 %, 6672 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:33:51.087, 55, 199.11 W, 200.00 W, 100 %, 6672 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:34:01.089, 56, 197.93 W, 200.00 W, 95 %, 6672 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:34:11.091, 56, 199.33 W, 200.00 W, 100 %, 6672 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:34:21.093, 56, 198.89 W, 200.00 W, 98 %, 6672 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:34:31.095, 56, 198.78 W, 200.00 W, 96 %, 6672 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:34:41.097, 56, 199.69 W, 200.00 W, 99 %, 6672 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:34:51.099, 56, 198.93 W, 200.00 W, 96 %, 6672 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:35:01.101, 56, 199.97 W, 200.00 W, 99 %, 6672 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:35:11.104, 56, 198.81 W, 200.00 W, 96 %, 6672 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:35:21.106, 56, 198.87 W, 200.00 W, 96 %, 6672 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:35:31.108, 56, 199.63 W, 200.00 W, 98 %, 6672 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:35:41.110, 56, 198.87 W, 200.00 W, 98 %, 6672 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:35:51.113, 56, 198.70 W, 200.00 W, 99 %, 6672 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:36:01.115, 56, 200.02 W, 200.00 W, 99 %, 6672 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:36:11.118, 56, 199.08 W, 200.00 W, 97 %, 6672 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:36:21.120, 56, 198.92 W, 200.00 W, 100 %, 6672 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:36:31.122, 56, 198.95 W, 200.00 W, 96 %, 6672 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:36:41.124, 56, 199.13 W, 200.00 W, 100 %, 6672 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:36:51.126, 56, 199.31 W, 200.00 W, 96 %, 6672 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:37:01.128, 56, 199.18 W, 200.00 W, 100 %, 6672 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:37:11.130, 56, 199.05 W, 200.00 W, 96 %, 6672 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:37:21.133, 56, 199.32 W, 200.00 W, 98 %, 6672 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:37:31.135, 56, 199.18 W, 200.00 W, 96 %, 6672 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:37:41.137, 56, 198.85 W, 200.00 W, 100 %, 6672 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:37:51.139, 56, 198.97 W, 200.00 W, 98 %, 6672 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:38:01.141, 56, 199.58 W, 200.00 W, 99 %, 6672 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:38:11.143, 56, 198.44 W, 200.00 W, 95 %, 6672 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:38:21.146, 56, 199.56 W, 200.00 W, 100 %, 6672 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:38:31.148, 56, 198.90 W, 200.00 W, 97 %, 6672 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:38:41.150, 56, 199.01 W, 200.00 W, 98 %, 6672 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:38:51.153, 56, 199.19 W, 200.00 W, 100 %, 6672 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:39:01.155, 56, 198.65 W, 200.00 W, 96 %, 6672 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:39:11.157, 56, 199.23 W, 200.00 W, 98 %, 6672 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:39:21.160, 56, 199.14 W, 200.00 W, 96 %, 6672 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:39:31.162, 56, 198.54 W, 200.00 W, 96 %, 6672 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:39:41.164, 56, 198.93 W, 200.00 W, 100 %, 6672 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:39:51.166, 56, 198.85 W, 200.00 W, 96 %, 6672 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:40:01.168, 56, 198.29 W, 200.00 W, 96 %, 6672 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:40:11.170, 56, 198.91 W, 200.00 W, 100 %, 6672 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:40:21.172, 56, 199.97 W, 200.00 W, 99 %, 6672 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:40:31.174, 56, 199.02 W, 200.00 W, 96 %, 6672 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:40:41.176, 56, 198.55 W, 200.00 W, 96 %, 6672 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:40:51.178, 56, 198.70 W, 200.00 W, 96 %, 6672 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:41:01.181, 56, 198.61 W, 200.00 W, 96 %, 6672 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:41:11.183, 56, 199.04 W, 200.00 W, 98 %, 6672 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:41:21.185, 56, 199.72 W, 200.00 W, 100 %, 6672 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:41:31.188, 56, 199.16 W, 200.00 W, 96 %, 6672 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:41:41.189, 56, 199.20 W, 200.00 W, 97 %, 6672 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:41:51.191, 56, 199.12 W, 200.00 W, 98 %, 6672 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:42:01.194, 56, 199.58 W, 200.00 W, 100 %, 6672 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:42:11.196, 56, 198.21 W, 200.00 W, 96 %, 6672 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:42:21.198, 56, 198.49 W, 200.00 W, 96 %, 6672 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:42:31.200, 56, 199.01 W, 200.00 W, 100 %, 6672 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:42:41.202, 56, 199.29 W, 200.00 W, 100 %, 6672 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:42:51.204, 55, 183.98 W, 200.00 W, 2 %, 6674 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:43:01.206, 56, 193.94 W, 200.00 W, 92 %, 7036 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:43:11.208, 55, 179.94 W, 200.00 W, 0 %, 7036 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:43:21.211, 55, 160.05 W, 200.00 W, 94 %, 7036 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:43:31.212, 54, 151.47 W, 200.00 W, 93 %, 7036 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:43:41.214, 55, 191.88 W, 200.00 W, 89 %, 7036 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:43:51.216, 55, 195.13 W, 200.00 W, 90 %, 7036 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:44:01.218, 54, 154.63 W, 200.00 W, 89 %, 7036 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:44:11.220, 54, 184.44 W, 200.00 W, 95 %, 7036 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:44:21.221, 54, 156.88 W, 200.00 W, 94 %, 7036 MiB, 64 %, 4, 0x0000000000000004
2026/09/14 02:44:31.223, 54, 176.96 W, 200.00 W, 94 %, 7036 MiB, 64 %, 4, 0x0000000000000004
2026/09/14 02:44:41.226, 54, 198.58 W, 200.00 W, 96 %, 7056 MiB, 64 %, 4, 0x0000000000000004
2026/09/14 02:44:51.228, 54, 199.87 W, 200.00 W, 100 %, 7056 MiB, 64 %, 4, 0x0000000000000004
2026/09/14 02:45:01.230, 55, 199.12 W, 200.00 W, 95 %, 7056 MiB, 64 %, 4, 0x0000000000000004
2026/09/14 02:45:11.233, 55, 198.76 W, 200.00 W, 97 %, 7056 MiB, 64 %, 4, 0x0000000000000004
2026/09/14 02:45:21.235, 55, 199.49 W, 200.00 W, 100 %, 7056 MiB, 64 %, 4, 0x0000000000000004
2026/09/14 02:45:31.237, 55, 198.72 W, 200.00 W, 95 %, 7056 MiB, 64 %, 4, 0x0000000000000004
2026/09/14 02:45:41.239, 55, 198.81 W, 200.00 W, 95 %, 7056 MiB, 64 %, 4, 0x0000000000000004
2026/09/14 02:45:51.242, 55, 199.01 W, 200.00 W, 95 %, 7056 MiB, 64 %, 4, 0x0000000000000004
2026/09/14 02:46:01.244, 55, 198.93 W, 200.00 W, 97 %, 7056 MiB, 64 %, 4, 0x0000000000000004
2026/09/14 02:46:11.246, 55, 198.64 W, 200.00 W, 95 %, 7056 MiB, 64 %, 4, 0x0000000000000004
2026/09/14 02:46:21.248, 56, 198.62 W, 200.00 W, 95 %, 7056 MiB, 64 %, 4, 0x0000000000000004
2026/09/14 02:46:31.251, 55, 199.11 W, 200.00 W, 100 %, 7056 MiB, 64 %, 4, 0x0000000000000004
2026/09/14 02:46:41.253, 55, 199.26 W, 200.00 W, 100 %, 7056 MiB, 64 %, 4, 0x0000000000000004
2026/09/14 02:46:51.255, 56, 198.74 W, 200.00 W, 95 %, 7056 MiB, 64 %, 4, 0x0000000000000004
2026/09/14 02:47:01.258, 56, 198.74 W, 200.00 W, 95 %, 7056 MiB, 64 %, 4, 0x0000000000000004
2026/09/14 02:47:11.260, 56, 198.74 W, 200.00 W, 96 %, 7056 MiB, 64 %, 4, 0x0000000000000004
2026/09/14 02:47:21.262, 56, 199.18 W, 200.00 W, 100 %, 7056 MiB, 64 %, 4, 0x0000000000000004
2026/09/14 02:47:31.264, 56, 199.55 W, 200.00 W, 100 %, 7056 MiB, 64 %, 4, 0x0000000000000004
2026/09/14 02:47:41.267, 56, 199.63 W, 200.00 W, 100 %, 7056 MiB, 64 %, 4, 0x0000000000000004
2026/09/14 02:47:51.269, 56, 198.98 W, 200.00 W, 96 %, 7056 MiB, 64 %, 4, 0x0000000000000004
2026/09/14 02:48:01.271, 56, 198.51 W, 200.00 W, 96 %, 7056 MiB, 64 %, 4, 0x0000000000000004
2026/09/14 02:48:11.273, 56, 198.60 W, 200.00 W, 94 %, 7056 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:48:21.275, 56, 198.96 W, 200.00 W, 100 %, 7056 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:48:31.278, 56, 198.76 W, 200.00 W, 99 %, 7056 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:48:41.280, 56, 199.72 W, 200.00 W, 96 %, 7056 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:48:51.282, 56, 198.27 W, 200.00 W, 94 %, 7056 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:49:01.285, 56, 199.71 W, 200.00 W, 99 %, 7056 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:49:11.287, 56, 198.88 W, 200.00 W, 96 %, 7056 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:49:21.289, 56, 199.17 W, 200.00 W, 100 %, 7056 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:49:31.291, 56, 199.57 W, 200.00 W, 100 %, 7056 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:49:41.293, 56, 198.54 W, 200.00 W, 95 %, 7056 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:49:51.295, 56, 199.92 W, 200.00 W, 100 %, 7056 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:50:01.297, 56, 199.24 W, 200.00 W, 96 %, 7056 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:50:11.300, 56, 198.63 W, 200.00 W, 96 %, 7056 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:50:21.302, 56, 199.66 W, 200.00 W, 100 %, 7056 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:50:31.304, 56, 198.96 W, 200.00 W, 96 %, 7056 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:50:41.306, 56, 198.72 W, 200.00 W, 96 %, 7056 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:50:51.309, 56, 199.70 W, 200.00 W, 100 %, 7056 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:51:01.311, 56, 198.35 W, 200.00 W, 96 %, 7056 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:51:11.313, 56, 199.26 W, 200.00 W, 100 %, 7056 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:51:21.316, 56, 198.96 W, 200.00 W, 95 %, 7056 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:51:31.318, 56, 199.18 W, 200.00 W, 99 %, 7056 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:51:41.320, 56, 193.21 W, 200.00 W, 89 %, 7056 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:51:51.322, 56, 193.28 W, 200.00 W, 90 %, 7056 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:52:01.324, 56, 193.05 W, 200.00 W, 89 %, 7056 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:52:11.326, 55, 193.03 W, 200.00 W, 89 %, 7056 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:52:21.328, 56, 192.81 W, 200.00 W, 89 %, 7056 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:52:31.330, 55, 194.58 W, 200.00 W, 95 %, 7056 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:52:41.332, 55, 193.99 W, 200.00 W, 95 %, 7056 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:52:51.334, 55, 197.26 W, 200.00 W, 95 %, 7056 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:53:01.337, 56, 198.23 W, 200.00 W, 94 %, 7056 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:53:11.339, 56, 198.23 W, 200.00 W, 88 %, 7056 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:53:21.341, 56, 198.33 W, 200.00 W, 94 %, 7056 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:53:31.343, 56, 197.71 W, 200.00 W, 95 %, 7056 MiB, 65 %, 4, 0x0000000000000004
2026/09/14 02:53:41.345, 56, 198.28 W, 200.00 W, 94 %, 7056 MiB, 65 %, 4, 0x0000000000000004
