timestamp, temperature.gpu, power.draw [W], power.limit [W], utilization.gpu [%], memory.used [MiB], fan.speed [%], pcie.link.gen.current, clocks_event_reasons.active
2026/09/14 04:47:52.909, 38, 25.07 W, 250.00 W, 0 %, 1 MiB, 0 %, 1, 0x0000000000000001
2026/09/14 04:48:22.919, 54, 248.63 W, 250.00 W, 95 %, 6810 MiB, 0 %, 4, 0x0000000000000004
