timestamp, temperature.gpu, power.draw [W], power.limit [W], utilization.gpu [%], memory.used [MiB], fan.speed [%], pcie.link.gen.current, clocks.current.graphics [MHz], clocks_event_reasons.active
2026/09/14 10:43:22.629, 60, 237.10 W, 250.00 W, 95 %, 7194 MiB, 69 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 10:43:52.631, 60, 237.21 W, 250.00 W, 93 %, 7194 MiB, 69 %, 3, 1560 MHz, 0x0000000000000000
2026/09/14 10:44:22.632, 60, 243.55 W, 250.00 W, 100 %, 7194 MiB, 69 %, 3, 1560 MHz, 0x0000000000000004
2026/09/14 10:44:52.635, 61, 245.86 W, 250.00 W, 93 %, 7194 MiB, 70 %, 3, 1545 MHz, 0x0000000000000004
2026/09/14 10:45:22.637, 60, 244.04 W, 250.00 W, 95 %, 7194 MiB, 69 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 10:45:52.639, 61, 242.77 W, 250.00 W, 94 %, 7194 MiB, 70 %, 3, 1545 MHz, 0x0000000000000000
2026/09/14 10:46:22.641, 60, 240.18 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1575 MHz, 0x0000000000000000
2026/09/14 10:46:52.642, 60, 242.26 W, 250.00 W, 94 %, 7194 MiB, 70 %, 3, 1560 MHz, 0x0000000000000000
2026/09/14 10:47:22.644, 61, 247.69 W, 250.00 W, 100 %, 7194 MiB, 70 %, 3, 1560 MHz, 0x0000000000000004
2026/09/14 10:47:52.647, 60, 245.68 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 10:48:22.649, 60, 242.31 W, 250.00 W, 94 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 10:48:52.650, 61, 248.02 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 10:49:22.653, 59, 246.59 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 510 MHz, 0x0000000000000004
2026/09/14 10:49:52.654, 61, 248.73 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1560 MHz, 0x0000000000000004
2026/09/14 10:50:22.662, 60, 244.73 W, 250.00 W, 93 %, 7194 MiB, 70 %, 3, 1560 MHz, 0x0000000000000004
2026/09/14 10:50:52.664, 60, 244.17 W, 250.00 W, 100 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 10:51:22.666, 60, 243.75 W, 250.00 W, 93 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 10:51:52.669, 60, 242.70 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 10:52:22.670, 60, 240.47 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 10:52:52.673, 60, 243.87 W, 250.00 W, 99 %, 7194 MiB, 70 %, 3, 1560 MHz, 0x0000000000000004
2026/09/14 10:53:22.675, 61, 249.81 W, 250.00 W, 98 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 10:53:52.677, 60, 243.49 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1575 MHz, 0x0000000000000004
2026/09/14 10:54:22.684, 60, 243.02 W, 250.00 W, 93 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 10:54:52.686, 60, 253.72 W, 250.00 W, 94 %, 7194 MiB, 70 %, 3, 840 MHz, 0x0000000000000004
2026/09/14 10:55:22.688, 59, 234.83 W, 250.00 W, 93 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 10:55:52.691, 59, 239.31 W, 250.00 W, 93 %, 7194 MiB, 70 %, 3, 1545 MHz, 0x0000000000000000
2026/09/14 10:56:22.693, 60, 242.53 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1575 MHz, 0x0000000000000004
2026/09/14 10:56:52.695, 61, 244.87 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1560 MHz, 0x0000000000000004
2026/09/14 10:57:22.698, 60, 243.48 W, 250.00 W, 94 %, 7194 MiB, 70 %, 3, 1575 MHz, 0x0000000000000004
2026/09/14 10:57:52.700, 60, 245.77 W, 250.00 W, 92 %, 7194 MiB, 70 %, 3, 1530 MHz, 0x0000000000000004
2026/09/14 10:58:22.702, 60, 246.08 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 10:58:52.705, 59, 212.06 W, 250.00 W, 86 %, 7194 MiB, 70 %, 3, 1425 MHz, 0x0000000000000000
2026/09/14 10:59:22.707, 59, 235.80 W, 250.00 W, 91 %, 7194 MiB, 70 %, 3, 1560 MHz, 0x0000000000000004
2026/09/14 10:59:52.710, 59, 242.93 W, 250.00 W, 94 %, 7194 MiB, 69 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 11:00:22.712, 60, 245.54 W, 250.00 W, 95 %, 7194 MiB, 69 %, 3, 1560 MHz, 0x0000000000000000
2026/09/14 11:00:52.714, 60, 241.01 W, 250.00 W, 94 %, 7194 MiB, 69 %, 3, 1560 MHz, 0x0000000000000004
2026/09/14 11:01:22.717, 61, 245.80 W, 250.00 W, 100 %, 7194 MiB, 69 %, 3, 1545 MHz, 0x0000000000000004
2026/09/14 11:01:52.719, 61, 246.07 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 11:02:22.722, 61, 248.14 W, 250.00 W, 94 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 11:02:52.724, 60, 240.47 W, 250.00 W, 94 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 11:03:22.727, 61, 245.69 W, 250.00 W, 99 %, 7194 MiB, 70 %, 3, 1500 MHz, 0x0000000000000004
2026/09/14 11:03:52.729, 60, 244.25 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 11:04:22.732, 60, 239.62 W, 250.00 W, 93 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 11:04:52.734, 60, 243.46 W, 250.00 W, 97 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 11:05:22.737, 60, 241.07 W, 250.00 W, 93 %, 7194 MiB, 70 %, 3, 1575 MHz, 0x0000000000000004
2026/09/14 11:05:52.739, 60, 242.31 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1530 MHz, 0x0000000000000004
2026/09/14 11:06:22.742, 61, 244.38 W, 250.00 W, 94 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 11:06:52.745, 61, 248.88 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 11:07:22.747, 60, 243.57 W, 250.00 W, 94 %, 7194 MiB, 70 %, 3, 1560 MHz, 0x0000000000000004
2026/09/14 11:07:52.750, 60, 245.32 W, 250.00 W, 99 %, 7194 MiB, 70 %, 3, 1560 MHz, 0x0000000000000004
2026/09/14 11:08:22.752, 60, 246.08 W, 250.00 W, 94 %, 7194 MiB, 70 %, 3, 1575 MHz, 0x0000000000000000
2026/09/14 11:08:52.755, 60, 234.40 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 11:09:22.758, 60, 249.39 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1440 MHz, 0x0000000000000000
2026/09/14 11:09:52.760, 60, 240.07 W, 250.00 W, 93 %, 7194 MiB, 70 %, 3, 1575 MHz, 0x0000000000000000
2026/09/14 11:10:22.762, 60, 243.49 W, 250.00 W, 94 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 11:10:52.764, 61, 244.67 W, 250.00 W, 94 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 11:11:22.767, 60, 246.96 W, 250.00 W, 98 %, 7194 MiB, 70 %, 3, 1575 MHz, 0x0000000000000004
2026/09/14 11:11:52.769, 60, 247.95 W, 250.00 W, 94 %, 7194 MiB, 70 %, 3, 1485 MHz, 0x0000000000000000
2026/09/14 11:12:22.771, 61, 243.64 W, 250.00 W, 94 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 11:12:52.773, 60, 244.65 W, 250.00 W, 92 %, 7194 MiB, 70 %, 3, 1560 MHz, 0x0000000000000000
2026/09/14 11:13:22.775, 60, 243.07 W, 250.00 W, 93 %, 7194 MiB, 70 %, 3, 1560 MHz, 0x0000000000000000
2026/09/14 11:13:52.777, 60, 239.98 W, 250.00 W, 93 %, 7194 MiB, 70 %, 3, 1560 MHz, 0x0000000000000004
2026/09/14 11:14:22.779, 61, 247.67 W, 250.00 W, 100 %, 7194 MiB, 70 %, 3, 1560 MHz, 0x0000000000000004
2026/09/14 11:14:52.782, 60, 240.04 W, 250.00 W, 96 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 11:15:22.784, 60, 237.09 W, 250.00 W, 96 %, 7194 MiB, 70 %, 3, 1560 MHz, 0x0000000000000000
2026/09/14 11:15:52.786, 61, 244.16 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 11:16:22.788, 60, 220.88 W, 250.00 W, 90 %, 7194 MiB, 70 %, 3, 1560 MHz, 0x0000000000000000
2026/09/14 11:16:52.791, 59, 238.90 W, 250.00 W, 92 %, 7194 MiB, 70 %, 3, 1425 MHz, 0x0000000000000000
2026/09/14 11:17:22.794, 57, 225.69 W, 250.00 W, 80 %, 7194 MiB, 69 %, 3, 1470 MHz, 0x0000000000000004
2026/09/14 11:17:52.796, 57, 228.88 W, 250.00 W, 85 %, 7194 MiB, 69 %, 3, 1335 MHz, 0x0000000000000004
2026/09/14 11:18:22.807, 52, 111.23 W, 250.00 W, 0 %, 1192 MiB, 68 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 11:18:52.808, 50, 109.07 W, 250.00 W, 0 %, 5418 MiB, 64 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 11:19:22.811, 51, 110.67 W, 250.00 W, 0 %, 5418 MiB, 64 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 11:19:52.813, 57, 243.87 W, 250.00 W, 100 %, 5418 MiB, 64 %, 3, 1275 MHz, 0x0000000000000004
2026/09/14 11:20:22.815, 58, 239.89 W, 250.00 W, 70 %, 5418 MiB, 65 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 11:20:52.817, 59, 239.72 W, 250.00 W, 100 %, 5418 MiB, 67 %, 3, 1095 MHz, 0x0000000000000004
2026/09/14 11:21:22.820, 58, 191.33 W, 250.00 W, 63 %, 5418 MiB, 67 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 11:21:52.822, 56, 188.73 W, 250.00 W, 55 %, 5418 MiB, 67 %, 3, 1590 MHz, 0x0000000000000000
