timestamp, temperature.gpu, power.draw [W], power.limit [W], utilization.gpu [%], memory.used [MiB], fan.speed [%], pcie.link.gen.current, clocks.current.graphics [MHz], clocks_event_reasons.active
2026/09/14 07:28:21.616, 58, 246.34 W, 250.00 W, 100 %, 7194 MiB, 69 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 07:28:51.619, 59, 242.60 W, 250.00 W, 95 %, 7194 MiB, 69 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 07:29:21.632, 59, 241.69 W, 250.00 W, 100 %, 7194 MiB, 69 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 07:29:51.634, 59, 236.89 W, 250.00 W, 95 %, 7194 MiB, 69 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 07:30:21.636, 60, 244.90 W, 250.00 W, 100 %, 7194 MiB, 69 %, 3, 1575 MHz, 0x0000000000000004
2026/09/14 07:30:51.638, 60, 241.98 W, 250.00 W, 99 %, 7194 MiB, 69 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 07:31:21.641, 61, 242.46 W, 250.00 W, 95 %, 7194 MiB, 69 %, 3, 1515 MHz, 0x0000000000000000
2026/09/14 07:31:51.643, 62, 246.46 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1560 MHz, 0x0000000000000000
2026/09/14 07:32:21.645, 61, 244.19 W, 250.00 W, 94 %, 7194 MiB, 70 %, 3, 1560 MHz, 0x0000000000000000
2026/09/14 07:32:51.648, 61, 244.25 W, 250.00 W, 94 %, 7194 MiB, 70 %, 3, 1560 MHz, 0x0000000000000004
2026/09/14 07:33:21.650, 61, 237.02 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 07:33:51.652, 60, 248.78 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1380 MHz, 0x0000000000000004
2026/09/14 07:34:21.655, 61, 249.50 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 07:34:51.657, 60, 240.21 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1530 MHz, 0x0000000000000004
2026/09/14 07:35:21.660, 60, 240.22 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1560 MHz, 0x0000000000000004
2026/09/14 07:35:51.662, 60, 244.70 W, 250.00 W, 99 %, 7194 MiB, 70 %, 3, 1560 MHz, 0x0000000000000000
2026/09/14 07:36:21.664, 61, 248.84 W, 250.00 W, 94 %, 7194 MiB, 70 %, 3, 1530 MHz, 0x0000000000000000
2026/09/14 07:36:51.666, 60, 242.48 W, 250.00 W, 96 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 07:37:21.669, 61, 246.99 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1545 MHz, 0x0000000000000000
2026/09/14 07:37:51.671, 60, 234.37 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1560 MHz, 0x0000000000000004
2026/09/14 07:38:21.674, 60, 239.46 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 07:38:51.676, 60, 245.78 W, 250.00 W, 93 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 07:39:21.679, 61, 245.05 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1560 MHz, 0x0000000000000004
2026/09/14 07:39:51.681, 60, 245.23 W, 250.00 W, 100 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 07:40:21.683, 61, 241.55 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1560 MHz, 0x0000000000000000
2026/09/14 07:40:51.686, 60, 243.80 W, 250.00 W, 96 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 07:41:21.688, 61, 246.24 W, 250.00 W, 94 %, 7194 MiB, 70 %, 3, 1575 MHz, 0x0000000000000000
2026/09/14 07:41:51.691, 60, 248.10 W, 250.00 W, 94 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 07:42:21.693, 60, 240.14 W, 250.00 W, 94 %, 7194 MiB, 70 %, 3, 1575 MHz, 0x0000000000000000
2026/09/14 07:42:51.696, 61, 242.73 W, 250.00 W, 99 %, 7194 MiB, 70 %, 3, 1500 MHz, 0x0000000000000004
2026/09/14 07:43:21.698, 61, 243.44 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1545 MHz, 0x0000000000000000
2026/09/14 07:43:51.701, 61, 241.34 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1545 MHz, 0x0000000000000004
2026/09/14 07:44:21.703, 61, 246.58 W, 250.00 W, 94 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 07:44:51.705, 57, 236.97 W, 250.00 W, 90 %, 7194 MiB, 70 %, 3, 1050 MHz, 0x0000000000000000
2026/09/14 07:45:21.707, 55, 208.74 W, 250.00 W, 85 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 07:45:51.709, 57, 226.85 W, 250.00 W, 81 %, 7194 MiB, 69 %, 3, 1575 MHz, 0x0000000000000000
2026/09/14 07:46:21.712, 59, 240.48 W, 250.00 W, 95 %, 7194 MiB, 69 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 07:46:51.715, 59, 239.00 W, 250.00 W, 99 %, 7194 MiB, 69 %, 3, 1560 MHz, 0x0000000000000004
2026/09/14 07:47:21.717, 59, 242.70 W, 250.00 W, 99 %, 7194 MiB, 69 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 07:47:51.719, 60, 239.88 W, 250.00 W, 99 %, 7194 MiB, 69 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 07:48:21.722, 60, 246.55 W, 250.00 W, 99 %, 7194 MiB, 69 %, 3, 1560 MHz, 0x0000000000000004
2026/09/14 07:48:51.724, 60, 242.06 W, 250.00 W, 95 %, 7194 MiB, 69 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 07:49:21.726, 61, 243.93 W, 250.00 W, 100 %, 7194 MiB, 69 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 07:49:51.729, 61, 244.37 W, 250.00 W, 94 %, 7194 MiB, 70 %, 3, 1575 MHz, 0x0000000000000000
2026/09/14 07:50:21.731, 60, 247.33 W, 250.00 W, 99 %, 7194 MiB, 70 %, 3, 1470 MHz, 0x0000000000000000
2026/09/14 07:50:51.733, 61, 245.92 W, 250.00 W, 94 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 07:51:21.735, 61, 243.38 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1575 MHz, 0x0000000000000004
2026/09/14 07:51:51.738, 61, 247.81 W, 250.00 W, 100 %, 7194 MiB, 70 %, 3, 1485 MHz, 0x0000000000000004
2026/09/14 07:52:21.741, 61, 244.02 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 07:52:51.743, 60, 236.53 W, 250.00 W, 100 %, 7194 MiB, 70 %, 3, 1545 MHz, 0x0000000000000000
2026/09/14 07:53:21.746, 61, 252.95 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1515 MHz, 0x0000000000000004
2026/09/14 07:53:51.749, 60, 242.66 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1530 MHz, 0x0000000000000000
2026/09/14 07:54:21.751, 60, 242.93 W, 250.00 W, 100 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 07:54:51.754, 60, 247.16 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 07:55:21.757, 61, 247.86 W, 250.00 W, 97 %, 7194 MiB, 70 %, 3, 1395 MHz, 0x0000000000000004
2026/09/14 07:55:51.759, 60, 243.26 W, 250.00 W, 100 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 07:56:21.761, 61, 243.18 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 07:56:51.764, 61, 245.68 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1560 MHz, 0x0000000000000004
2026/09/14 07:57:21.766, 61, 242.57 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1560 MHz, 0x0000000000000004
2026/09/14 07:57:51.768, 60, 242.04 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 07:58:21.770, 61, 242.22 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 07:58:51.772, 60, 242.18 W, 250.00 W, 99 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 07:59:21.774, 60, 240.73 W, 250.00 W, 94 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 07:59:51.776, 60, 237.77 W, 250.00 W, 94 %, 7194 MiB, 70 %, 3, 1560 MHz, 0x0000000000000000
2026/09/14 08:00:21.779, 60, 250.18 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1530 MHz, 0x0000000000000004
2026/09/14 08:00:51.781, 61, 247.96 W, 250.00 W, 99 %, 7194 MiB, 70 %, 3, 1545 MHz, 0x0000000000000004
2026/09/14 08:01:21.784, 61, 240.72 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1500 MHz, 0x0000000000000004
2026/09/14 08:01:51.786, 60, 246.65 W, 250.00 W, 100 %, 7194 MiB, 70 %, 3, 1335 MHz, 0x0000000000000004
2026/09/14 08:02:21.789, 60, 239.26 W, 250.00 W, 98 %, 7194 MiB, 70 %, 3, 1485 MHz, 0x0000000000000004
2026/09/14 08:02:51.791, 60, 226.46 W, 250.00 W, 84 %, 7194 MiB, 70 %, 3, 1560 MHz, 0x0000000000000000
2026/09/14 08:03:21.793, 60, 232.53 W, 250.00 W, 84 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 08:03:51.795, 60, 245.72 W, 250.00 W, 93 %, 7194 MiB, 70 %, 3, 1545 MHz, 0x0000000000000000
2026/09/14 08:04:21.797, 60, 243.02 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 08:04:51.799, 60, 242.92 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1530 MHz, 0x0000000000000004
2026/09/14 08:05:21.802, 60, 246.74 W, 250.00 W, 99 %, 7194 MiB, 70 %, 3, 1545 MHz, 0x0000000000000004
2026/09/14 08:05:51.805, 60, 243.55 W, 250.00 W, 97 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 08:06:21.807, 60, 244.76 W, 250.00 W, 94 %, 7194 MiB, 70 %, 3, 1530 MHz, 0x0000000000000000
2026/09/14 08:06:51.810, 61, 240.52 W, 250.00 W, 99 %, 7194 MiB, 70 %, 3, 1575 MHz, 0x0000000000000004
2026/09/14 08:07:21.812, 60, 241.80 W, 250.00 W, 97 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 08:07:51.814, 61, 244.77 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1545 MHz, 0x0000000000000000
2026/09/14 08:08:21.819, 60, 241.65 W, 250.00 W, 100 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 08:08:51.822, 60, 242.17 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1560 MHz, 0x0000000000000004
2026/09/14 08:09:21.824, 60, 239.39 W, 250.00 W, 97 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 08:09:51.827, 60, 246.73 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 08:10:21.829, 61, 247.13 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1545 MHz, 0x0000000000000004
2026/09/14 08:10:51.832, 60, 244.22 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 08:11:21.834, 62, 255.88 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1560 MHz, 0x0000000000000004
2026/09/14 08:11:51.836, 60, 244.35 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1575 MHz, 0x0000000000000000
2026/09/14 08:12:21.837, 60, 247.12 W, 250.00 W, 94 %, 7194 MiB, 70 %, 3, 1500 MHz, 0x0000000000000004
2026/09/14 08:12:51.840, 60, 248.34 W, 250.00 W, 94 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 08:13:21.844, 60, 249.41 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1350 MHz, 0x0000000000000004
2026/09/14 08:13:51.845, 60, 238.69 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1575 MHz, 0x0000000000000004
2026/09/14 08:14:21.847, 61, 246.99 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 08:14:51.850, 60, 241.65 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1560 MHz, 0x0000000000000004
2026/09/14 08:15:21.852, 60, 245.81 W, 250.00 W, 100 %, 7194 MiB, 70 %, 3, 1545 MHz, 0x0000000000000004
2026/09/14 08:15:51.854, 61, 243.58 W, 250.00 W, 100 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 08:16:21.857, 60, 239.15 W, 250.00 W, 94 %, 7194 MiB, 70 %, 3, 1575 MHz, 0x0000000000000000
2026/09/14 08:16:51.859, 60, 244.24 W, 250.00 W, 94 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 08:17:21.861, 60, 238.42 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1530 MHz, 0x0000000000000004
2026/09/14 08:17:51.863, 61, 251.93 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1500 MHz, 0x0000000000000004
2026/09/14 08:18:21.866, 60, 247.28 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1500 MHz, 0x0000000000000000
2026/09/14 08:18:51.869, 60, 240.17 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 08:19:21.871, 61, 243.88 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 08:19:51.873, 59, 240.11 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 08:20:21.876, 56, 146.03 W, 250.00 W, 0 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 08:20:51.878, 54, 138.24 W, 250.00 W, 0 %, 7194 MiB, 69 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 08:21:21.880, 57, 252.65 W, 250.00 W, 94 %, 7194 MiB, 69 %, 3, 1005 MHz, 0x0000000000000004
2026/09/14 08:21:51.882, 61, 254.51 W, 250.00 W, 94 %, 7194 MiB, 69 %, 3, 1500 MHz, 0x0000000000000004
2026/09/14 08:22:21.884, 59, 243.45 W, 250.00 W, 94 %, 7194 MiB, 69 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 08:22:51.887, 60, 239.88 W, 250.00 W, 95 %, 7194 MiB, 69 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 08:23:21.889, 60, 239.86 W, 250.00 W, 95 %, 7194 MiB, 69 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 08:23:51.892, 59, 247.46 W, 250.00 W, 95 %, 7194 MiB, 69 %, 3, 1005 MHz, 0x0000000000000004
2026/09/14 08:24:21.894, 60, 238.36 W, 250.00 W, 95 %, 7194 MiB, 69 %, 3, 1500 MHz, 0x0000000000000004
2026/09/14 08:24:51.896, 61, 247.63 W, 250.00 W, 94 %, 7194 MiB, 70 %, 3, 1380 MHz, 0x0000000000000004
2026/09/14 08:25:21.898, 60, 240.14 W, 250.00 W, 94 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 08:25:51.900, 61, 247.69 W, 250.00 W, 99 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 08:26:21.903, 61, 244.59 W, 250.00 W, 96 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 08:26:51.904, 61, 257.65 W, 250.00 W, 100 %, 7194 MiB, 70 %, 3, 855 MHz, 0x0000000000000004
2026/09/14 08:27:21.906, 60, 239.57 W, 250.00 W, 94 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 08:27:51.908, 60, 244.50 W, 250.00 W, 99 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 08:28:21.910, 61, 251.26 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 08:28:51.913, 61, 237.64 W, 250.00 W, 99 %, 7194 MiB, 70 %, 3, 1560 MHz, 0x0000000000000000
2026/09/14 08:29:21.915, 60, 252.91 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1260 MHz, 0x0000000000000004
2026/09/14 08:29:51.918, 61, 247.57 W, 250.00 W, 98 %, 7194 MiB, 70 %, 3, 1530 MHz, 0x0000000000000004
2026/09/14 08:30:21.920, 60, 237.76 W, 250.00 W, 99 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 08:30:51.922, 60, 239.77 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 08:31:21.925, 61, 247.23 W, 250.00 W, 99 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 08:31:51.927, 61, 252.96 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1545 MHz, 0x0000000000000004
2026/09/14 08:32:21.929, 60, 245.70 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 08:32:51.953, 61, 246.96 W, 250.00 W, 96 %, 7194 MiB, 70 %, 3, 1560 MHz, 0x0000000000000004
2026/09/14 08:33:21.955, 60, 240.50 W, 250.00 W, 98 %, 7194 MiB, 70 %, 3, 1560 MHz, 0x0000000000000000
2026/09/14 08:33:51.957, 61, 238.46 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 08:34:21.960, 61, 239.53 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1560 MHz, 0x0000000000000000
2026/09/14 08:34:51.962, 61, 239.09 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1560 MHz, 0x0000000000000000
2026/09/14 08:35:21.965, 60, 240.97 W, 250.00 W, 99 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 08:35:51.967, 60, 240.79 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1530 MHz, 0x0000000000000000
2026/09/14 08:36:21.970, 60, 239.79 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1530 MHz, 0x0000000000000000
2026/09/14 08:36:51.973, 60, 246.75 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1560 MHz, 0x0000000000000004
2026/09/14 08:37:21.975, 60, 246.37 W, 250.00 W, 94 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 08:37:51.978, 60, 231.04 W, 250.00 W, 83 %, 7194 MiB, 70 %, 3, 1470 MHz, 0x0000000000000004
2026/09/14 08:38:21.980, 59, 224.88 W, 250.00 W, 80 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 08:38:51.981, 59, 244.81 W, 250.00 W, 94 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 08:39:21.984, 59, 253.21 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 315 MHz, 0x0000000000000004
2026/09/14 08:39:51.986, 60, 236.85 W, 250.00 W, 100 %, 7194 MiB, 70 %, 3, 1575 MHz, 0x0000000000000004
2026/09/14 08:40:21.988, 60, 247.36 W, 250.00 W, 100 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 08:40:51.990, 60, 244.76 W, 250.00 W, 94 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 08:41:21.993, 60, 243.61 W, 250.00 W, 94 %, 7194 MiB, 70 %, 3, 1575 MHz, 0x0000000000000000
2026/09/14 08:41:51.995, 60, 246.36 W, 250.00 W, 94 %, 7194 MiB, 70 %, 3, 1545 MHz, 0x0000000000000000
2026/09/14 08:42:21.997, 61, 243.42 W, 250.00 W, 100 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 08:42:52.000, 60, 242.55 W, 250.00 W, 96 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 08:43:22.002, 60, 243.33 W, 250.00 W, 98 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 08:43:52.005, 61, 242.49 W, 250.00 W, 94 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 08:44:22.007, 60, 245.23 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 08:44:52.009, 61, 248.88 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1575 MHz, 0x0000000000000000
2026/09/14 08:45:22.011, 61, 244.18 W, 250.00 W, 94 %, 7194 MiB, 70 %, 3, 1485 MHz, 0x0000000000000000
2026/09/14 08:45:52.013, 61, 243.46 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 08:46:22.016, 61, 249.76 W, 250.00 W, 100 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 08:46:52.018, 60, 239.80 W, 250.00 W, 99 %, 7194 MiB, 70 %, 3, 1515 MHz, 0x0000000000000004
2026/09/14 08:47:22.020, 61, 244.92 W, 250.00 W, 100 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 08:47:52.023, 61, 244.05 W, 250.00 W, 100 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 08:48:22.026, 60, 239.30 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1500 MHz, 0x0000000000000004
2026/09/14 08:48:52.028, 61, 248.84 W, 250.00 W, 99 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 08:49:22.030, 60, 240.31 W, 250.00 W, 96 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 08:49:52.032, 61, 245.86 W, 250.00 W, 98 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 08:50:22.035, 61, 247.40 W, 250.00 W, 100 %, 7194 MiB, 70 %, 3, 1560 MHz, 0x0000000000000004
2026/09/14 08:50:52.037, 60, 243.35 W, 250.00 W, 94 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 08:51:22.040, 61, 241.68 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 08:51:52.042, 60, 239.25 W, 250.00 W, 94 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 08:52:22.044, 61, 243.60 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1500 MHz, 0x0000000000000004
2026/09/14 08:52:52.047, 60, 242.88 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1560 MHz, 0x0000000000000000
2026/09/14 08:53:22.049, 61, 252.22 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 08:53:52.052, 60, 242.32 W, 250.00 W, 94 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 08:54:22.055, 60, 244.24 W, 250.00 W, 100 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 08:54:52.057, 60, 251.90 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1290 MHz, 0x0000000000000000
2026/09/14 08:55:22.060, 60, 235.70 W, 250.00 W, 86 %, 7194 MiB, 70 %, 3, 1470 MHz, 0x0000000000000004
2026/09/14 08:55:52.062, 59, 239.09 W, 250.00 W, 89 %, 7194 MiB, 70 %, 3, 1530 MHz, 0x0000000000000004
2026/09/14 08:56:22.064, 55, 146.10 W, 250.00 W, 0 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 08:56:52.066, 60, 247.79 W, 250.00 W, 95 %, 7194 MiB, 69 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 08:57:22.068, 60, 245.62 W, 250.00 W, 94 %, 7194 MiB, 69 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 08:57:52.071, 60, 243.60 W, 250.00 W, 99 %, 7194 MiB, 70 %, 3, 1575 MHz, 0x0000000000000004
2026/09/14 08:58:22.073, 61, 246.62 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1560 MHz, 0x0000000000000000
2026/09/14 08:58:52.075, 60, 242.96 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1560 MHz, 0x0000000000000004
2026/09/14 08:59:22.078, 60, 239.66 W, 250.00 W, 100 %, 7194 MiB, 70 %, 3, 1560 MHz, 0x0000000000000004
2026/09/14 08:59:52.080, 60, 243.40 W, 250.00 W, 100 %, 7194 MiB, 70 %, 3, 1515 MHz, 0x0000000000000004
2026/09/14 09:00:22.082, 60, 243.16 W, 250.00 W, 94 %, 7194 MiB, 70 %, 3, 1560 MHz, 0x0000000000000000
2026/09/14 09:00:52.085, 60, 239.49 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1545 MHz, 0x0000000000000000
2026/09/14 09:01:22.088, 60, 247.79 W, 250.00 W, 99 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 09:01:52.090, 60, 247.55 W, 250.00 W, 94 %, 7194 MiB, 70 %, 3, 1470 MHz, 0x0000000000000004
2026/09/14 09:02:22.092, 61, 245.13 W, 250.00 W, 94 %, 7194 MiB, 70 %, 3, 1515 MHz, 0x0000000000000004
2026/09/14 09:02:52.095, 61, 240.89 W, 250.00 W, 100 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000004
2026/09/14 09:03:22.097, 61, 245.76 W, 250.00 W, 97 %, 7194 MiB, 70 %, 3, 1560 MHz, 0x0000000000000000
2026/09/14 09:03:52.099, 61, 246.91 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1485 MHz, 0x0000000000000004
2026/09/14 09:04:22.102, 60, 240.01 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 09:04:52.103, 60, 242.56 W, 250.00 W, 95 %, 7194 MiB, 70 %, 3, 1590 MHz, 0x0000000000000000
2026/09/14 09:05:22.106, 60, 237.24 W, 250.00 W, 94 %, 7194 MiB, 70 %, 3, 1560 MHz, 0x0000000000000000
